text,label
悄然坐我天,556
悄然坐我天姥,992
再,561
再空,312
再空芳,483
再空芳岁,464
出,1919
出门,1228
出门复,1952
出门复入,1919
一,89
一笑,1252
一笑五,1379
一笑五云,888
一笑五云溪,2120
一笑五云溪上,1362
稿,1312
稿砧,1512
稿砧刀,1435
稿砧刀头,1931
稿砧刀头未,1498
稿砧刀头未有,1199
宛,1699
宛在,878
宛在中,2243
宛在中流,520
宛在中流渤,1885
宛在中流渤澥,965
过,428
过庭,2016
过庭交,1063
过庭交分,1498
过庭交分有,1634
过庭交分有无,958
弟,1230
弟侄,1569
弟侄何,1169
弟侄何伤,1487
弟侄何伤泪,1291
弟侄何伤泪如,313
祖,1968
祖筵,750
祖筵江,2120
祖筵江上,2268
铁,718
铁马,1379
铁马云,1011
铁马云雾,430
但,712
但道,570
但道困,417
但道困苦,94
但道困苦乞,1034
但道困苦乞为,1426
中,2046
中使,1845
中使日,2018
中使日夜,93
焉,1423
焉知,495
焉知二,874
焉知二十,626
龙,1186
龙旂,494
龙旂翻,697
龙旂翻海,1517
舞,1085
舞鹤,107
舞鹤过,1428
舞鹤过闲,880
应,2025
应沈,755
应沈数,1324
应沈数州,1057
细,804
细软,1694
细软青,1441
细软青丝,2180
老,1056
老夫,667
老夫不,955
老夫不出,593
老夫不出长,827
老夫不出长蓬,1666
始,1016
始见,1176
始见香,1940
始见香炉,1969
叹,1394
叹息,1767
叹息春,1377
叹息春风,1140
雄,510
雄姿,1031
雄姿逸,280
雄姿逸态,1569
雄姿逸态何,390
雄姿逸态何崷,1922
鸟,165
鸟呼,2102
鸟呼藏,1248
鸟呼藏其,2014
顾,1730
顾惟,751
顾惟蝼,702
顾惟蝼蚁,247
主,12
主称,1732
主称会,2114
主称会面,300
兽,1580
兽之,1493
空,921
空寄,363
空寄声,1200
空寄声哀,1200
取,1091
取适,1157
取适南,709
取适南巷,1556
笔,1777
笔阵,1938
笔阵独,1986
笔阵独扫,1882
笔阵独扫千,2074
笔阵独扫千人,1647
倾,1824
倾壶,272
倾壶一,1396
倾壶一解,2313
白,654
白波,1455
白波连,542
白波连山,1772
白波连山倒,827
白波连山倒蓬,1824
焉,1423
焉知,133
焉知饿,54
焉知饿死,1607
焉知饿死填,635
焉知饿死填沟,453
间,560
间关,551
间关黄,941
间关黄鸟,65
因,1870
因念,1276
因念远,1469
因念远戍,649
何,843
何由,2104
何由似,1474
何由似平,1318
道,1710
道逢,574
道逢麹,314
道逢麹车,321
道逢麹车口,2243
道逢麹车口流,2218
岁,1848
岁寒,151
岁寒问,1531
岁寒问耆,968
船,2163
船舷,2184
船舷暝,356
船舷暝戛,1379
船舷暝戛云,1237
船舷暝戛云际,496
吾,1954
吾友,97
吾友太,1221
吾友太乙,1425
月,1367
月落,109
月落辕,1919
月落辕门,768
月落辕门鼓,811
月落辕门鼓角,1584
烟,1826
烟笼,1848
烟笼寒,1536
烟笼寒水,452
烟笼寒水月,1826
烟笼寒水月笼,201
主,1078
主父,667
主父不,1423
主父不知,982
主父不知加,450
主父不知加妾,115
前,905
前棹,1952
前棹入,2057
前棹入花,6
食,1580
食之,44
食之豪,1165
食之豪健,472
食之豪健西,1403
食之豪健西域,1634
荆,278
荆王,991
荆王猎,1199
荆王猎时,1710
荆王猎时逢,1589
荆王猎时逢暮,313
庙,773
庙谋,500
庙谋蓄,593
庙谋蓄长,481
烈,1377
烈风,1634
烈风无,1199
烈风无时,2294
抗,1193
抗乔,2157
盖,794
盖棺,919
盖棺事,2103
盖棺事则,342
乘,1837
乘兴,620
乘兴遣,1822
乘兴遣画,15
乘兴遣画沧,210
乘兴遣画沧洲,2040
蒹,2335
蒹葭,270
蒹葭离,1026
蒹葭离披,565
三,1892
三叹,90
三叹酒,1703
三叹酒食,2288
隐,1016
隐见,965
隐见清,1692
隐见清湖,678
杜,1896
杜陵,760
杜陵野,383
杜陵野客,2074
杜陵野客人,2221
杜陵野客人更,146
沈,693
沈饮,1171
沈饮聊,1019
沈饮聊自,1091
栖,881
栖栖,1554
栖栖吴,596
栖栖吴楚,169
秽,2133
秽浊,2022
秽浊殊,1931
秽浊殊未,965
清,2018
清夜,1412
清夜置,90
清夜置酒,1229
清夜置酒临,359
清夜置酒临前,245
美,2074
美人,2313
美人颜,1625
美人颜色,651
美人颜色娇,1291
美人颜色娇如,2057
接,1150
接要,1303
接要心,342
接要心已,2061
头,2120
头上,1569
头上何,297
头上何所,1498
浮,1410
浮光,567
浮光随,1845
浮光随日,2295
化,1030
化敌,1034
化敌为,1643
菱,1915
菱叶,1979
菱叶荷,2057
菱叶荷花,1195
菱叶荷花静,1291
菱叶荷花静如,614
骨,734
骨肉,667
骨肉不,1363
骨肉不待,958
骨肉不待同,2085
骨肉不待同驰,1653
园,771
园槿,1790
园槿绽,1427
园槿绽红,526
不,1016
不见,1555
不见湘,1557
不见湘妃,768
不见湘妃鼓,164
不见湘妃鼓瑟,1199
花,1919
花门,884
花门k,786
花门kO,2114
花门kO面,63
花门kO面请,72
花门kO面请雪,1041
投,1320
投迹,54
投迹死,664
当,1199
当时,2179
当时四,874
当时四十,1780
当时四十万,1626
当时四十万匹,718
细,1508
细腰,557
日,838
日夕,910
日夕故,1846
日夕故园,258
清,1581
清绝,2094
清绝听,1674
清绝听者,466
怪,1
怪底,750
怪底江,542
怪底江山,1140
怪底江山起,2286
怪底江山起烟,1011
号,1706
号以,1757
焉,721
焉得,707
焉得附,1679
焉得附书,2248
焉得附书与,1069
焉得附书与我,1647
藤,593
藤长,1134
藤长险,1070
藤长险易,650
客,878
客中,50
客中遇,1423
客中遇知,358
维,1157
维南,1498
维南有,1832
维南有崇,542
势,2267
势阅,2074
势阅人,1809
势阅人代,1612
更,1024
更调,354
更调鞍,718
更调鞍马,1920
更调鞍马狂,779
更调鞍马狂欢,322
亦,1699
亦在,1408
亦在老,798
亦在老大,1199
寂,733
寂默,366
寂默经,1882
寂默经千,191
使,1069
使我,2313
使我颜,1625
使我颜色,1168
荡,697
荡海,1799
鞭,264
鞭挞,1248
鞭挞其,1056
鞭挞其夫,1643
各,1699
各在,1965
各在天,272
各在天一,509
空,2046
空使,1157
空使南,1303
空使南心,1276
空使南心远,1321
空使南心远凄,867
御,360
御榻,1699
御榻在,237
御榻在嵽,1727
吴,596
吴楚,2329
吴楚各,1514
吴楚各依,1337
深,721
深得,1278
深得坐,159
深得坐忘,1303
迹,565
迹去,2211
迹去梦,272
迹去梦一,1688
天,1082
天衢,678
天衢阴,2272
天衢阴峥,1673
空,1932
空梁,1755
空梁簇,1822
空梁簇画,1471
一,565
一去,400
一去绕,716
一去绕潇,1555
犒,1149
犒乐,1493
犒乐穷,2294
犒乐穷休,2118
翦,2124
翦焉,2103
翦焉则,1400
杯,513
杯莫,1509
赤,544
赤城,2039
赤城映,378
赤城映朝,1845
怅,634
怅望,1767
怅望春,678
怅望春阴,114
怅望春阴几,1506
怅望春阴几首,661
浩,791
浩荡,1634
浩荡无,2248
浩荡无与,1091
再,998
再来,2058
再来迷,385
再来迷处,297
物,1625
物色,530
物色正,1291
物色正如,484
使,1166
使君,711
使君回,718
使君回马,736
使君回马湿,87
使君回马湿旌,334
自,183
自多,1493
自多穷,2043
自多穷岫,313
百,660
百祥,2284
百祥奔,2098
百祥奔盛,2095
君,135
君臣,2130
君臣留,779
君臣留欢,326
外,2169
外物,1155
外物慕,336
外物慕张,2030
仰,1816
仰穿,1747
仰穿龙,498
仰穿龙蛇,2001
空,2246
空游,341
空游昨,1845
空游昨日,664
人,919
人事,272
人事一,378
人事一朝,1125
声,2053
声价,2031
声价欻,1337
声价欻然,998
声价欻然来,28
声价欻然来向,1304
默,1182
默思,311
默思失,223
默思失业,1701
暮,231
暮亦,1498
暮亦有,297
暮亦有所,1182
餐,2069
餐霞,1724
餐霞卧,1981
餐霞卧赤,544
娇,1447
娇弦,1526
娇弦玉,818
娇弦玉指,965
南,690
南纪,472
南纪西,750
南纪西江,631
猿,2151
猿啼,1623
猿啼三,363
猿啼三声,1487
猿啼三声泪,546
猿啼三声泪沾,975
尸,638
尸骸,430
尸骸积,1291
尸骸积如,1910
天,1170
天厚,551
天厚黄,1567
帝,431
帝乡,1038
帝乡佳,641
帝乡佳气,36
帝乡佳气郁,1044
帝乡佳气郁葱,1044
调,1131
调高,37
调高银,505
调高银字,363
调高银字声,1414
调高银字声还,891
咿,2
咿嗢,1272
咿嗢九,1594
咿嗢九译,1807
会,157
会理,1423
会理知,1634
会理知无,1069
歌,455
歌屏,378
歌屏朝,2264
歌屏朝掩,726
一,2239
一举,550
一举累,874
一举累十,579
石,1919
石门,257
石门霜,894
石门霜露,323
坐,1326
坐看,593
坐看长,1788
坐看长夏,1267
黄,1919
黄门,392
黄门飞,577
黄门飞鞚,667
黄门飞鞚不,45
黄门飞鞚不动,988
高,1864
高台,2179
高台四,634
高台四望,958
东,1067
东弥,593
东弥长,1149
东弥长乐,2334
白,1085
白鹤,1694
白鹤青,797
白鹤青岩,387
去,718
去马,998
去马来,1335
去马来牛,667
去马来牛不,1228
去马来牛不复,446
有,1199
有时,623
有时浴,1981
有时浴赤,1845
吾,1830
吾甘,2011
吾甘杂,592
吾甘杂蛙,2310
更,593
更长,624
更长烛,2095
更长烛明,667
更长烛明不,1208
更长烛明不可,594
高,848
高生,13
高生跨,354
高生跨鞍,718
慎,513
慎莫,1728
慎莫近,359
慎莫近前,1617
慎莫近前丞,1037
慎莫近前丞相,112
春,1845
春日,2121
春日潜,1141
春日潜行,361
春日潜行曲,750
春日潜行曲江,361
遗,1012
遗堞,1113
遗堞感,2027
遗堞感至,271
人,848
人生,387
人生半,1200
人生半哀,1149
富,445
富贵,1569
富贵何,1291
富贵何如,365
富贵何如草,1435
富贵何如草头,894
武,1896
武陵,301
武陵川,2191
武陵川路,1115
欻,1337
欻然,1604
欻然欲,1545
欻然欲求,285
旷,887
旷原,1693
旷原延,783
旷原延冥,1310
啼,941
啼鸟,482
啼鸟弄,2057
啼鸟弄花,1663
烟,1536
烟水,506
烟水洞,428
烟水洞庭,1962
泾,1536
泾水,551
战,48
战武,137
此,258
此意,2038
此意竟,936
此意竟萧,1160
共,653
共谒,1664
共谒聪,784
共谒聪公,1356
侧,2094
侧听,1447
侧听弦,65
侧听弦歌,603
气,1285
气溟,697
气溟海,2157
气溟海岳,1962
初,721
初得,2057
初得花,2205
初得花骢,798
初得花骢大,1641
初得花骢大宛,756
山,941
山鸟,1742
山鸟助,492
山鸟助酣,65
可,674
可怜,2006
可怜金,2234
可怜金谷,749
可怜金谷坠,1042
可怜金谷坠楼,2074
玉,1073
玉佩,648
玉佩仍,208
玉佩仍当,65
因,772
因悲,878
因悲中,6
因悲中林,835
帝,381
帝谓,2285
帝谓神,48
帝谓神武,866
鬼,2285
鬼神,998
鬼神来,1742
五,2057
五花,718
白,1536
白水,1016
白水见,1102
白水见舅,1616
愿,921
愿寄,272
愿寄一,1679
愿寄一书,1973
愿寄一书谢,1910
愿寄一书谢麻,1215
词,681
词源,1772
词源倒,2243
词源倒流,1623
词源倒流三,1723
词源倒流三峡,1536
始,2248
始与,2309
始与捶,596
始与捶楚,2152
廨,539
廨署,923
廨署容,1849
廨署容秋,398
明,1796
明鬼,1944
皇,422
皇谟,626
皇谟载,798
波,1455
波连,697
波连海,2120
波连海上,542
北,1618
北渚,1696
北渚凌,1694
北渚凌青,1979
縻,1706
縻以,2213
縻以尺,978
李,323
李白,272
李白一,2321
李白一斗,661
李白一斗诗,1958
李白一斗诗百,2308
羽,2150
羽翼,336
白,1845
白日,2185
白日既,1379
白日既云,1589
骑,1637
骑驴,1623
骑驴三,874
骑驴三十,626
忽,662
忽到,2065
忽到窗,359
忽到窗前,1342
忽到窗前疑,105
忽到窗前疑是,1166
束,1368
束刃,1313
束刃逾,542
束刃逾山,1040
渚,2088
渚蒲,2155
渚蒲牙,323
渚蒲牙白,1536
渚蒲牙白水,2189
渚蒲牙白水荇,1694
奄,1308
奄作,829
奄作岱,2320
奄作岱宗,2246
黄,1571
黄鹄,565
黄鹄去,667
黄鹄去不,1394
宫,1611
宫殿,463
宫殿居,2120
宫殿居上,1435
思,1166
思君,343
思君令,2074
思君令人,820
主,2074
主人,2084
主人锦,1529
主人锦帆,1037
主人锦帆相,1034
主人锦帆相为,911
仁,1674
仁者,379
仁者宜,1167
仁者宜战,1242
汉,2128
汉将,1406
汉将承,118
汉将承恩,472
汉将承恩西,767
汉将承恩西破,1104
苍,1397
苍茫,667
苍茫不,816
苍茫不晓,2285
苍茫不晓神,456
苍茫不晓神灵,258
霜,705
霜橙,2127
霜橙压,1176
霜橙压香,490
洞,1919
洞门,1125
洞门尽,1857
洞门尽徐,1820
山,1536
山水,968
山水旧,300
山水旧难,1619
铁,851
铁凤,126
铁凤森,788
铁凤森翱,2231
馹,1249
馹骑,2085
馹骑驰,994
馹骑驰坤,949
虞,2074
虞人,1838
虞人设,831
虞人设网,208
虞人设网当,1150
虞人设网当要,2191
精,1808
精舍,1982
精舍买,2006
精舍买金,911
天,2057
天花,2003
天花昼,992
天花昼下,998
归,998
归来,1435
归来头,323
归来头白,1414
归来头白还,1469
归来头白还戍,2026
绳,799
绳床,1016
绳床见,1980
绳床见虎,1805
水,1899
水接,472
水接西,750
水接西江,1965
水接西江天,1325
水接西江天外,363
访,968
访旧,387
访旧半,1034
访旧半为,1796
可,674
可怜,271
可怜今,2018
可怜今夜,306
可怜今夜宿,2117
可怜今夜宿倡,1643
空,726
空翠,1367
空翠落,428
空翠落庭,678
征,1605
征轩,2095
征轩明,1845
征轩明日,1276
凤,1023
凤凰,1042
凤凰楼,992
凤凰楼下,1175
凤凰楼下双,1175
凤凰楼下双双,2295
安,472
安西,1054
安西都,541
安西都护,2253
安西都护胡,1694
安西都护胡青,2205
石,1497
石壁,1399
石壁滑,891
石壁滑侧,2143
随,1377
随风,1543
随风照,1845
随风照日,379
随风照日宜,1246
随风照日宜轻,2239
法,313
法雨,444
法雨晴,392
法雨晴飞,565
光,2095
光明,323
光明白,1096
光明白氎,406
有,1248
有其,495
始,955
始出,347
始出枝,1446
始出枝撑,2174
客,1182
客思,1931
客思未,1925
客思未遑,752
天,1425
天子,1460
天子命,499
天子命元,701
呜,165
呜呼,1165
呜呼健,1820
呜呼健步,1634
呜呼健步无,843
呜呼健步无由,1945
桃,2057
桃花,897
桃花乱,1367
桃花乱落,1291
桃花乱落如,1427
桃花乱落如红,313
凭,1605
凭轩,1303
凭轩心,940
凭轩心力,1493
走,107
走过,713
走过掣,781
走过掣电,687
走过掣电倾,544
走过掣电倾城,1423
萱,365
萱草,1849
萱草秋,342
萱草秋已,54
瑞,411
瑞芝,2176
瑞芝产,143
瑞芝产庙,1909
秋,452
秋月,848
秋月生,1013
秋月生罗,2054
往,215
往征,39
往征靖,1299
往征靖皇,1643
日,1589
日暮,1323
日暮但,348
日暮但闻,96
酒,878
酒中,1634
酒中无,643
酒中无毒,343
酒中无毒令,1449
酒中无毒令主,2007
穿,172
穿屋,1816
穿屋穿,2086
穿屋穿墙,667
穿屋穿墙不,1423
穿屋穿墙不知,2144
吐,2234
吐谷,1503
吐谷浑,2098
吐谷浑盛,1235
崆,2134
崆峒,220
崆峒小,2240
崆峒小麦,1432
诗,963
诗卷,593
诗卷长,2130
诗卷长留,1965
诗卷长留天,664
诗卷长留天地,169
暂,1866
暂蹶,257
暂蹶霜,1008
暂蹶霜蹄,1931
暂蹶霜蹄未,1034
暂蹶霜蹄未为,311
绿,1210
绿树,2226
绿树摇,1767
绿树摇春,1377
云,2315
云阙,1834
云阙虚,868
云阙虚冉,868
不,1423
不知,271
不知今,2326
不知今古,1141
不知今古行,2074
不知今古行人,1141
君,1425
君子,919
君子事,1141
君子事行,1638
嘉,589
嘉蔬,1057
嘉蔬没,8
嘉蔬没混,2133
君,258
君意,2074
君意人,513
君意人莫,1423
城,2127
城压,611
城压伍,1839
城压伍胥,1347
自,381
自谓,766
自谓颇,158
自谓颇挺,955
千,626
千载,596
千载楚,1783
千载楚襄,2072
猛,2128
猛将,918
猛将纷,1607
猛将纷填,1568
龙,756
龙种,1019
龙种自,2248
龙种自与,1609
龙种自与常,2074
龙种自与常人,2022
如,2094
如听,1780
如听万,2138
如听万室,2331
只,271
只今,1931
只今未,1750
只今未醉,342
只今未醉已,1035
只今未醉已先,772
至,1912
至尊,380
至尊顾,1580
至尊顾之,89
吟,1724
吟卧,667
吟卧不,1423
吟卧不知,1414
鱼,1747
鱼龙,231
鱼龙亦,904
鱼龙亦避,2205
役,1056
役夫,825
役夫敢,731
役夫敢申,2072
鬓,1071
鬓衰,90
鬓衰酒,1145
鬓衰酒减,1604
鬓衰酒减欲,198
鬓衰酒减欲谁,469
吾,2074
吾人,1830
吾人甘,1308
吾人甘作,1303
吾人甘作心,2104
吾人甘作心似,1330
乘,1249
乘骑,2295
乘骑度,1430
乘骑度荆,560
水,1203
水亭,1307
水亭凉,641
水亭凉气,183
北,1988
北极,1042
北极楼,1864
北极楼台,593
北极楼台长,1243
北极楼台长挂,2211
浩,255
浩浩,697
浩浩海,1898
双,161
双雌,958
双雌同,693
双雌同饮,1290
翘,1759
翘萌,2155
尘,396
尘埃,667
尘埃不,1016
尘埃不见,83
尘埃不见咸,1686
尘埃不见咸阳,61
一,808
一览,2060
一览众,542
一览众山,220
胜,193
胜败,98
胜败兵,1643
胜败兵家,919
胜败兵家事,667
胜败兵家事不,464
王,1460
王命,1865
王命官,989
王命官属,2294
焉,17
焉能,1308
焉能作,879
焉能作堂,2120
焉能作堂上,761
恨,667
恨不,1093
恨不移,170
恨不移封,28
恨不移封向,90
恨不移封向酒,1048
咸,998
咸来,642
一,951
一饭,2179
一饭四,1252
一饭四五,1140
白,532
白石,1856
白石素,201
白石素沙,231
白石素沙亦,1037
白石素沙亦相,791
熊,1980
熊虎,2011
熊虎杂,1747
熊虎杂龙,498
沸,1965
沸天,1780
沸天万,289
沸天万乘,45
荒,483
荒岁,1198
荒岁儿,102
荒岁儿女,820
千,282
千村,1780
千村万,1367
千村万落,848
千村万落生,1430
千村万落生荆,2269
得,1956
得非,677
得非悬,1116
得非悬圃,242
永,1955
永永,1591
永永传,1634
永永传无,1493
故,2074
故人,2208
故人成,2265
故人成异,2169
故,2074
故人,1661
故人别,998
故人别来,2114
故人别来面,1291
故人别来面如,72
射,481
射策,1166
射策君,1919
射策君门,464
射策君门期,1668
射策君门期第,272
新,363
新声,1425
新声子,2018
新声子夜,65
西,998
西来,1694
西来青,941
西来青鸟,1304
西来青鸟东,392
西来青鸟东飞,565
主,2120
主上,2164
主上顷,1016
主上顷见,215
修,1760
修竹,667
修竹不,1074
修竹不受,1391
官,1647
官军,472
官军西,955
官军西出,107
官军西出过,1042
官军西出过楼,1547
千,2066
千里,593
千里长,895
千里长河,1238
千里长河初,2188
千里长河初冻,1199
鱼,2104
鱼似,1709
鱼似镜,878
鱼似镜中,677
时,1862
时爱,527
时爱绿,1468
时爱绿萝,1428
睹,2251
睹兹,1749
睹兹怀,968
睹兹怀旧,223
筵,540
筵秩,1213
筵秩宴,2148
筵秩宴北,6
金,1553
金缕,1822
金缕画,455
金缕画屏,911
落,1845
落日,2128
落日将,1291
落日将如,1569
高,1119
高标,13
高标跨,1987
高标跨苍,1965
错,1766
错磨,439
错磨终,1157
错磨终南,726
或,642
或从,874
或从十,1252
或从十五,2148
或从十五北,2200
或从十五北防,895
寒,656
寒宵,937
寒宵始,387
寒宵始半,2221
勩,2077
勩于,2285
勩于神,78
歌,661
歌诗,1590
歌诗铙,768
歌诗铙鼓,169
唐,223
唐业,1291
唐业如,542
唐业如山,1832
背,1355
背若,594
背若孤,215
背若孤征,1817
崷,1922
崷崒,1524
崷崒增,1410
崷崒增光,352
开,1427
开红,1829
开红满,968
开红满旧,347
生,1710
生逢,2196
生逢尧,1439
生逢尧舜,1166
早,706
早逐,890
早逐雁,1157
早逐雁南,392
专,1965
专天,516
亲,2210
亲戚,178
亲戚讙,1150
亲戚讙要,1823
愚,258
愚意,1732
愚意会,297
愚意会所,1091
钓,1526
钓玉,1166
钓玉君,1701
钓玉君徒,2274
户,1325
户外,272
户外一,1969
户外一峰,1646
马,936
马萧,936
交,895
交河,114
交河几,221
交河几蹴,18
交河几蹴曾,1300
交河几蹴曾冰,242
当,1605
当轩,992
当轩下,718
当轩下马,1952
当轩下马入,2084
当轩下马入锦,745
邓,784
邓公,718
邓公马,980
邓公马癖,2074
邓公马癖人,1774
邓公马癖人共,1423
少,1603
少微,241
少微星,45
少微星动,1543
少微星动照,1767
少微星动照春,1379
身,1595
身犹,1889
身犹缚,1356
身犹缚禅,1448
文,534
文叨,576
文叨才,1425
文叨才子,1732
洪,1730
洪惟,1069
洪惟我,157
主,271
主今,1548
主今颠,1772
主今颠倒,1983
主今颠倒安,1412
主今颠倒安置,450
为,1069
为我,1973
为我谢,1474
为我谢平,2010
曹,1485
曹刘,927
曹刘须,1699
曹刘须在,818
曹刘须在指,1103
曹刘须在指挥,878
云,542
云山,342
云山已,478
云山已发,1837
江,1536
江水,750
江水江,2057
江水江花,1939
江水江花岂,439
江水江花岂终,1988
导,1721
导漾,1019
导漾自,1266
导漾自嶓,517
何,664
何地,1786
何地早,312
何地早芳,885
擘,532
擘石,1645
擘石摧,6
擘石摧林,605
深,1884
深院,1655
深院果,2174
深院果幽,464
解,1401
解缆,1069
解缆我,911
解缆我开,1968
宴,1394
宴息,2057
宴息花,6
宴息花林,992
安,721
安得,1249
安得骑,1817
安得骑鸿,1571
明,378
明朝,2115
明朝且,1952
明朝且入,1698
明朝且入蓝,438
明朝且入蓝田,542
迷,1303
迷心,2070
迷心应,1688
迷心应觉,633
农,1056
农夫,438
农夫田,1681
农夫田妇,1634
农夫田妇无,1351
农夫田妇无消,1394
洗,98
洗兵,1743
洗兵鱼,697
洗兵鱼海,1379
洗兵鱼海云,461
洗兵鱼海云迎,1777
主,2074
主人,511
主人新,1319
主人新邸,1668
小,1518
小槽,90
小槽酒,69
小槽酒滴,2073
小槽酒滴真,256
小槽酒滴真珠,1427
片,1526
片玉,998
片玉来,2227
片玉来夸,596
高,2045
高谈,1760
高谈竹,1100
高谈竹屿,169
苑,763
苑锁,1453
苑锁池,305
苑锁池塘,1958
苑锁池塘百,483
苑锁池塘百岁,561
辞,383
辞客,1573
辞客倚,1377
辞客倚风,1913
辞客倚风吟,2170
辞客倚风吟暗,2167
龙,2126
龙媒,1318
龙媒昔,105
龙媒昔是,2119
龙媒昔是渥,1901
龙媒昔是渥洼,848
答,1379
答云,272
答云一,1679
答云一书,683
咸,2316
咸愿,522
咸愿图,493
咸愿图形,923
屋,359
屋前,97
屋前太,2326
屋前太古,842
屋前太古玄,1054
屋前太古玄都,629
衔,469
衔泥,707
衔泥附,74
衔泥附炎,1106
治,878
治中,1308
治中作,1449
治中作主,2074
新,1515
新年,1425
新年子,2148
新年子北,215
光,988
光尘,17
光尘能,8
光尘能混,1214
亦,1498
亦有,1932
亦有梁,110
亦有梁宋,2246
今,848
今生,593
今生长,1374
今生长短,958
今生长短同,272
今生长短同一,850
河,1015
河右,1771
河右澶,1409
斜,860
斜对,1830
斜对甘,1048
斜对甘泉,2191
老,798
老大,258
老大意,1231
老大意转,889
晓,1377
晓风,392
晓风飞,313
晓风飞雨,848
晓风飞雨生,2139
晓风飞雨生苔,2259
青,1694
青青,1034
青青为,198
青青为谁,1767
白,1506
白首,1830
白首甘,1188
白首甘契,631
犀,1951
犀箸,1551
犀箸厌,2236
犀箸厌饫,1489
犀箸厌饫久,1931
犀箸厌饫久未,992
儿,102
儿女,1013
儿女罗,90
儿女罗酒,1072
紫,761
紫燕,1019
紫燕自,120
紫燕自超,983
貌,721
貌得,542
貌得山,508
貌得山僧,1639
貌得山僧及,2137
貌得山僧及童,1425
何,385
何处,14
何处觅,2102
何处觅藏,1362
物,382
物性,1017
物性固,513
物性固莫,185
风,1160
风条,1416
风条洒,1124
风条洒馀,2076
随,128
随牒,947
随牒牵,551
随牒牵黄,333
涧,1505
涧影,1016
涧影见,996
涧影见松,1760
莽,1337
莽然,2033
天,1848
天寒,693
天寒饮,718
天寒饮马,97
天寒饮马太,323
天寒饮马太白,2001
声,902
声华,2073
声华真,1208
声华真可,2094
今,1016
今见,238
今见鶺,1126
今见鶺鴒,1303
骕,2082
骕骦,272
骕骦一,685
骕骦一骨,1938
骕骦一骨独,208
骕骦一骨独当,205
桂,347
桂枝,1291
桂枝如,342
桂枝如已,1027
杜,1896
杜陵,1498
杜陵有,246
杜陵有布,975
五,1896
五陵,1038
五陵佳,641
五陵佳气,1634
五陵佳气无,1199
五陵佳气无时,1634
葱,542
葱山,2018
葱山夜,72
葱山夜雪,103
葱山夜雪扑,87
葱山夜雪扑旌,1640
莫,502
莫测,2174
莫测幽,681
莫测幽源,2066
吾,1938
吾独,2253
吾独胡,1034
吾独胡为,1699
吾独胡为在,469
吾独胡为在泥,2190
纵,1498
纵有,1165
纵有健,1681
纵有健妇,192
纵有健妇把,1984
纵有健妇把锄,104
相,565
相去,1882
相去千,2066
相去千里,1124
物,902
物华,1088
物华皆,1208
物华皆可,1163
怒,240
怒鷇,1352
万,542
万山,1694
万山青,926
万山青嶂,361
高,2157
高岳,359
高岳前,403
高岳前嵂,1922
惜,507
惜哉,700
惜哉瑶,1453
惜哉瑶池,693
我,998
我来,642
我来从,297
我来从所,1168
王,866
王师,1291
王师如,1107
王师如雷,1642
承,779
承欢,2160
承欢彩,1287
承欢彩服,2220
分,2095
分明,1503
分明浑,272
分明浑一,464
苦,712
苦道,484
苦道此,2169
苦道此物,100
贝,1915
贝叶,1591
贝叶传,2006
贝叶传金,321
别,1852
别养,2214
别养骥,1425
别养骥子,674
别养骥子怜,2285
别养骥子怜神,1146
对,484
对此,2289
对此融,1303
对此融心,2285
循,917
循环,449
循环反,1228
循环反复,1634
循环反复无,1493
循环反复无穷,342
野,1385
野旷,1965
野旷天,965
野旷天清,1634
野旷天清无,1167
野旷天清无战,363
冯,619
冯夷,1876
冯夷击,768
冯夷击鼓,1294
冯夷击鼓群,1747
冯夷击鼓群龙,162
岂,1423
岂知,1849
岂知秋,1931
岂知秋未,1220
阴,389
阴井,554
阴井敲,883
阴井敲铜,514
远,6
远林,1391
远林暑,641
远林暑气,946
金,718
金马,968
金马旧,2246
金马旧游,445
有,2104
有似,753
有似惧,1226
有似惧弹,1851
陇,760
陇野,1397
更,927
更须,1578
更须慎,1248
更须慎其,1118
罔,667
罔不,537
罗,455
罗屏,2023
罗屏绣,1995
罗屏绣幕,1890
罗屏绣幕围,1176
罗屏绣幕围香,1377
常,613
常拟,2052
常拟报,272
常拟报一,951
穷,466
穷愁,1750
穷愁醉,1931
穷愁醉未,1957
春,211
春嫩,667
春嫩不,1562
春嫩不禁,1848
池,2120
池上,1694
池上青,222
池上青莲,789
方,464
方期,2021
方期拾,700
方期拾瑶,365
味,1291
味如,1830
味如甘,894
味如甘露,1072
衔,82
衔枚,733
衔枚默,1634
衔枚默无,2071
喷,946
喷薄,1712
喷薄涨,797
喷薄涨岩,2174
坐,2094
坐听,1428
坐听闲,1018
坐听闲猿,1417
旅,1703
旅食,1161
旅食京,902
旅食京华,1767
万,2066
万里,1938
万里独,392
万里独飞,565
偶,1337
偶然,1027
偶然擢,1646
偶然擢秀,1956
偶然擢秀非,300
偶然擢秀非难,2078
吾,752
吾宁,1808
吾宁舍,272
吾宁舍一,1200
风,559
风吹,1694
风吹青,389
风吹青井,1236
舞,1085
舞鹤,289
舞鹤乘,1605
舞鹤乘轩,2027
出,385
出处,1649
出处虽,1379
出处虽云,2265
翔,1906
翔鸾,519
翔鸾狎,760
翔鸾狎野,647
焉,1423
焉知,965
焉知清,1837
焉知清兴,439
暖,1176
暖香,1428
暖香闲,767
暖香闲破,377
